respondent_id,question_id,alternative,chosen,sugar_type,health_label,price,sugar_free,has_health_label
73,q23,Neither,0,None,None,0,0,0
73,q24,A,1,일반당,건강라벨 있음,2000,0,1
73,q24,B,0,일반당,건강라벨 없음,2500,0,0
73,q24,Neither,0,None,None,0,0,0
73,q25,A,1,무설탕,건강라벨 없음,2500,1,0
73,q25,B,0,일반당,건강라벨 있음,3000,0,1
73,q25,Neither,0,None,None,0,0,0
73,q26,A,1,일반당,건강라벨 있음,3000,0,1
73,q26,B,0,무설탕,건강라벨 없음,2000,1,0
73,q26,Neither,0,None,None,0,0,0
74,q21,A,1,무설탕,건강라벨 있음,2500,1,1
74,q21,B,0,일반당,건강라벨 없음,2000,0,0
74,q21,Neither,0,None,None,0,0,0
74,q22,A,0,일반당,건강라벨 없음,3000,0,0
74,q22,B,1,무설탕,건강라벨 있음,2500,1,1
74,q22,Neither,0,None,None,0,0,0
74,q23,A,1,무설탕,건강라벨 없음,2000,1,0
74,q23,B,0,무설탕,건강라벨 있음,3000,1,1
74,q23,Neither,0,None,None,0,0,0
74,q24,A,1,일반당,건강라벨 있음,2000,0,1
74,q24,B,0,일반당,건강라벨 없음,2500,0,0
74,q24,Neither,0,None,None,0,0,0
74,q25,A,1,무설탕,건강라벨 없음,2500,1,0
74,q25,B,0,일반당,건강라벨 있음,3000,0,1
74,q25,Neither,0,None,None,0,0,0
74,q26,A,0,일반당,건강라벨 있음,3000,0,1
74,q26,B,1,무설탕,건강라벨 없음,2000,1,0
74,q26,Neither,0,None,None,0,0,0
75,q21,A,0,무설탕,건강라벨 있음,2500,1,1
75,q21,B,1,일반당,건강라벨 없음,2000,0,0
75,q21,Neither,0,None,None,0,0,0
75,q22,A,1,일반당,건강라벨 없음,3000,0,0
75,q22,B,0,무설탕,건강라벨 있음,2500,1,1
75,q22,Neither,0,None,None,0,0,0
75,q23,A,1,무설탕,건강라벨 없음,2000,1,0
75,q23,B,0,무설탕,건강라벨 있음,3000,1,1
75,q23,Neither,0,None,None,0,0,0
75,q24,A,0,일반당,건강라벨 있음,2000,0,1
75,q24,B,1,일반당,건강라벨 없음,2500,0,0
75,q24,Neither,0,None,None,0,0,0
75,q25,A,0,무설탕,건강라벨 없음,2500,1,0
75,q25,B,1,일반당,건강라벨 있음,3000,0,1
75,q25,Neither,0,None,None,0,0,0
75,q26,A,1,일반당,건강라벨 있음,3000,0,1
75,q26,B,0,무설탕,건강라벨 없음,2000,1,0
75,q26,Neither,0,None,None,0,0,0
76,q21,A,1,무설탕,건강라벨 있음,2500,1,1
76,q21,B,0,일반당,건강라벨 없음,2000,0,0
76,q21,Neither,0,None,None,0,0,0
76,q22,A,0,일반당,건강라벨 없음,3000,0,0
76,q22,B,1,무설탕,건강라벨 있음,2500,1,1
76,q22,Neither,0,None,None,0,0,0
76,q23,A,1,무설탕,건강라벨 없음,2000,1,0
76,q23,B,0,무설탕,건강라벨 있음,3000,1,1
76,q23,Neither,0,None,None,0,0,0
76,q24,A,1,일반당,건강라벨 있음,2000,0,1
76,q24,B,0,일반당,건강라벨 없음,2500,0,0
76,q24,Neither,0,None,None,0,0,0
76,q25,A,1,무설탕,건강라벨 없음,2500,1,0
76,q25,B,0,일반당,건강라벨 있음,3000,0,1
76,q25,Neither,0,None,None,0,0,0
76,q26,A,1,일반당,건강라벨 있음,3000,0,1
76,q26,B,0,무설탕,건강라벨 없음,2000,1,0
76,q26,Neither,0,None,None,0,0,0
77,q21,A,0,무설탕,건강라벨 있음,2500,1,1
77,q21,B,1,일반당,건강라벨 없음,2000,0,0
77,q21,Neither,0,None,None,0,0,0
77,q22,A,0,일반당,건강라벨 없음,3000,0,0
77,q22,B,1,무설탕,건강라벨 있음,2500,1,1
77,q22,Neither,0,None,None,0,0,0
77,q23,A,1,무설탕,건강라벨 없음,2000,1,0
77,q23,B,0,무설탕,건강라벨 있음,3000,1,1
77,q23,Neither,0,None,None,0,0,0
77,q24,A,1,일반당,건강라벨 있음,2000,0,1
77,q24,B,0,일반당,건강라벨 없음,2500,0,0
77,q24,Neither,0,None,None,0,0,0
77,q25,A,1,무설탕,건강라벨 없음,2500,1,0
77,q25,B,0,일반당,건강라벨 있음,3000,0,1
77,q25,Neither,0,None,None,0,0,0
77,q26,A,0,일반당,건강라벨 있음,3000,0,1
77,q26,B,1,무설탕,건강라벨 없음,2000,1,0
77,q26,Neither,0,None,None,0,0,0
78,q21,A,1,무설탕,건강라벨 있음,2500,1,1
78,q21,B,0,일반당,건강라벨 없음,2000,0,0
78,q21,Neither,0,None,None,0,0,0
78,q22,A,0,일반당,건강라벨 없음,3000,0,0
78,q22,B,1,무설탕,건강라벨 있음,2500,1,1
78,q22,Neither,0,None,None,0,0,0
78,q23,A,0,무설탕,건강라벨 없음,2000,1,0
78,q23,B,1,무설탕,건강라벨 있음,3000,1,1
78,q23,Neither,0,None,None,0,0,0
78,q24,A,1,일반당,건강라벨 있음,2000,0,1
78,q24,B,0,일반당,건강라벨 없음,2500,0,0
78,q24,Neither,0,None,None,0,0,0
78,q25,A,1,무설탕,건강라벨 없음,2500,1,0
78,q25,B,0,일반당,건강라벨 있음,3000,0,1
78,q25,Neither,0,None,None,0,0,0
78,q26,A,0,일반당,건강라벨 있음,3000,0,1
78,q26,B,1,무설탕,건강라벨 없음,2000,1,0
78,q26,Neither,0,None,None,0,0,0
79,q21,A,1,무설탕,건강라벨 있음,2500,1,1
79,q21,B,0,일반당,건강라벨 없음,2000,0,0
79,q21,Neither,0,None,None,0,0,0
79,q22,A,0,일반당,건강라벨 없음,3000,0,0
79,q22,B,1,무설탕,건강라벨 있음,2500,1,1
79,q22,Neither,0,None,None,0,0,0
79,q23,A,0,무설탕,건강라벨 없음,2000,1,0
79,q23,B,1,무설탕,건강라벨 있음,3000,1,1
79,q23,Neither,0,None,None,0,0,0
79,q24,A,1,일반당,건강라벨 있음,2000,0,1
79,q24,B,0,일반당,건강라벨 없음,2500,0,0
79,q24,Neither,0,None,None,0,0,0
79,q25,A,0,무설탕,건강라벨 없음,2500,1,0
79,q25,B,1,일반당,건강라벨 있음,3000,0,1
79,q25,Neither,0,None,None,0,0,0
79,q26,A,1,일반당,건강라벨 있음,3000,0,1
79,q26,B,0,무설탕,건강라벨 없음,2000,1,0
79,q26,Neither,0,None,None,0,0,0
80,q21,A,1,무설탕,건강라벨 있음,2500,1,1
80,q21,B,0,일반당,건강라벨 없음,2000,0,0
80,q21,Neither,0,None,None,0,0,0
80,q22,A,0,일반당,건강라벨 없음,3000,0,0
80,q22,B,1,무설탕,건강라벨 있음,2500,1,1
80,q22,Neither,0,None,None,0,0,0
80,q23,A,0,무설탕,건강라벨 없음,2000,1,0
80,q23,B,1,무설탕,건강라벨 있음,3000,1,1
80,q23,Neither,0,None,None,0,0,0
80,q24,A,1,일반당,건강라벨 있음,2000,0,1
80,q24,B,0,일반당,건강라벨 없음,2500,0,0
80,q24,Neither,0,None,None,0,0,0
80,q25,A,1,무설탕,건강라벨 없음,2500,1,0
80,q25,B,0,일반당,건강라벨 있음,3000,0,1
80,q25,Neither,0,None,None,0,0,0
80,q26,A,0,일반당,건강라벨 있음,3000,0,1
80,q26,B,1,무설탕,건강라벨 없음,2000,1,0
80,q26,Neither,0,None,None,0,0,0
81,q21,A,1,무설탕,건강라벨 있음,2500,1,1
81,q21,B,0,일반당,건강라벨 없음,2000,0,0
81,q21,Neither,0,None,None,0,0,0
81,q22,A,0,일반당,건강라벨 없음,3000,0,0
81,q22,B,1,무설탕,건강라벨 있음,2500,1,1
81,q22,Neither,0,None,None,0,0,0
81,q23,A,1,무설탕,건강라벨 없음,2000,1,0
81,q23,B,0,무설탕,건강라벨 있음,3000,1,1
81,q23,Neither,0,None,None,0,0,0
81,q24,A,1,일반당,건강라벨 있음,2000,0,1
81,q24,B,0,일반당,건강라벨 없음,2500,0,0
81,q24,Neither,0,None,None,0,0,0
81,q25,A,1,무설탕,건강라벨 없음,2500,1,0
81,q25,B,0,일반당,건강라벨 있음,3000,0,1
81,q25,Neither,0,None,None,0,0,0
81,q26,A,0,일반당,건강라벨 있음,3000,0,1
81,q26,B,1,무설탕,건강라벨 없음,2000,1,0
81,q26,Neither,0,None,None,0,0,0
82,q21,A,1,무설탕,건강라벨 있음,2500,1,1
82,q21,B,0,일반당,건강라벨 없음,2000,0,0
82,q21,Neither,0,None,None,0,0,0
82,q22,A,0,일반당,건강라벨 없음,3000,0,0
82,q22,B,1,무설탕,건강라벨 있음,2500,1,1
82,q22,Neither,0,None,None,0,0,0
82,q23,A,1,무설탕,건강라벨 없음,2000,1,0
82,q23,B,0,무설탕,건강라벨 있음,3000,1,1
82,q23,Neither,0,None,None,0,0,0
82,q24,A,1,일반당,건강라벨 있음,2000,0,1
82,q24,B,0,일반당,건강라벨 없음,2500,0,0
82,q24,Neither,0,None,None,0,0,0
82,q25,A,1,무설탕,건강라벨 없음,2500,1,0
82,q25,B,0,일반당,건강라벨 있음,3000,0,1
82,q25,Neither,0,None,None,0,0,0
82,q26,A,0,일반당,건강라벨 있음,3000,0,1
82,q26,B,1,무설탕,건강라벨 없음,2000,1,0
82,q26,Neither,0,None,None,0,0,0
84,q21,A,1,무설탕,건강라벨 있음,2500,1,1
84,q21,B,0,일반당,건강라벨 없음,2000,0,0
84,q21,Neither,0,None,None,0,0,0
84,q22,A,0,일반당,건강라벨 없음,3000,0,0
84,q22,B,1,무설탕,건강라벨 있음,2500,1,1
84,q22,Neither,0,None,None,0,0,0
84,q23,A,1,무설탕,건강라벨 없음,2000,1,0
84,q23,B,0,무설탕,건강라벨 있음,3000,1,1
84,q23,Neither,0,None,None,0,0,0
84,q24,A,1,일반당,건강라벨 있음,2000,0,1
84,q24,B,0,일반당,건강라벨 없음,2500,0,0
84,q24,Neither,0,None,None,0,0,0
84,q25,A,1,무설탕,건강라벨 없음,2500,1,0
84,q25,B,0,일반당,건강라벨 있음,3000,0,1
84,q25,Neither,0,None,None,0,0,0
84,q26,A,0,일반당,건강라벨 있음,3000,0,1
84,q26,B,1,무설탕,건강라벨 없음,2000,1,0
84,q26,Neither,0,None,None,0,0,0
85,q21,A,1,무설탕,건강라벨 있음,2500,1,1
85,q21,B,0,일반당,건강라벨 없음,2000,0,0
85,q21,Neither,0,None,None,0,0,0
85,q22,A,0,일반당,건강라벨 없음,3000,0,0
85,q22,B,1,무설탕,건강라벨 있음,2500,1,1
85,q22,Neither,0,None,None,0,0,0
85,q23,A,0,무설탕,건강라벨 없음,2000,1,0
85,q23,B,1,무설탕,건강라벨 있음,3000,1,1
85,q23,Neither,0,None,None,0,0,0
85,q24,A,1,일반당,건강라벨 있음,2000,0,1
85,q24,B,0,일반당,건강라벨 없음,2500,0,0
85,q24,Neither,0,None,None,0,0,0
85,q25,A,1,무설탕,건강라벨 없음,2500,1,0
85,q25,B,0,일반당,건강라벨 있음,3000,0,1
85,q25,Neither,0,None,None,0,0,0
85,q26,A,0,일반당,건강라벨 있음,3000,0,1
85,q26,B,1,무설탕,건강라벨 없음,2000,1,0
85,q26,Neither,0,None,None,0,0,0
86,q21,A,1,무설탕,건강라벨 있음,2500,1,1
86,q21,B,0,일반당,건강라벨 없음,2000,0,0
86,q21,Neither,0,None,None,0,0,0
86,q22,A,0,일반당,건강라벨 없음,3000,0,0
86,q22,B,1,무설탕,건강라벨 있음,2500,1,1
86,q22,Neither,0,None,None,0,0,0
86,q23,A,1,무설탕,건강라벨 없음,2000,1,0
86,q23,B,0,무설탕,건강라벨 있음,3000,1,1
86,q23,Neither,0,None,None,0,0,0
86,q24,A,1,일반당,건강라벨 있음,2000,0,1
86,q24,B,0,일반당,건강라벨 없음,2500,0,0
86,q24,Neither,0,None,None,0,0,0
86,q25,A,1,무설탕,건강라벨 없음,2500,1,0
86,q25,B,0,일반당,건강라벨 있음,3000,0,1
86,q25,Neither,0,None,None,0,0,0
86,q26,A,0,일반당,건강라벨 있음,3000,0,1
86,q26,B,1,무설탕,건강라벨 없음,2000,1,0
86,q26,Neither,0,None,None,0,0,0
88,q21,A,1,무설탕,건강라벨 있음,2500,1,1
88,q21,B,0,일반당,건강라벨 없음,2000,0,0
88,q21,Neither,0,None,None,0,0,0
88,q22,A,0,일반당,건강라벨 없음,3000,0,0
88,q22,B,1,무설탕,건강라벨 있음,2500,1,1
88,q22,Neither,0,None,None,0,0,0
88,q23,A,0,무설탕,건강라벨 없음,2000,1,0
88,q23,B,1,무설탕,건강라벨 있음,3000,1,1
88,q23,Neither,0,None,None,0,0,0
88,q24,A,0,일반당,건강라벨 있음,2000,0,1
88,q24,B,0,일반당,건강라벨 없음,2500,0,0
88,q24,Neither,1,None,None,0,0,0
88,q25,A,1,무설탕,건강라벨 없음,2500,1,0
88,q25,B,0,일반당,건강라벨 있음,3000,0,1
88,q25,Neither,0,None,None,0,0,0
88,q26,A,0,일반당,건강라벨 있음,3000,0,1
88,q26,B,0,무설탕,건강라벨 없음,2000,1,0
88,q26,Neither,1,None,None,0,0,0
89,q21,A,1,무설탕,건강라벨 있음,2500,1,1
89,q21,B,0,일반당,건강라벨 없음,2000,0,0
89,q21,Neither,0,None,None,0,0,0
89,q22,A,0,일반당,건강라벨 없음,3000,0,0
89,q22,B,1,무설탕,건강라벨 있음,2500,1,1
89,q22,Neither,0,None,None,0,0,0
89,q23,A,0,무설탕,건강라벨 없음,2000,1,0
89,q23,B,1,무설탕,건강라벨 있음,3000,1,1
89,q23,Neither,0,None,None,0,0,0
89,q24,A,1,일반당,건강라벨 있음,2000,0,1
89,q24,B,0,일반당,건강라벨 없음,2500,0,0
89,q24,Neither,0,None,None,0,0,0
89,q25,A,0,무설탕,건강라벨 없음,2500,1,0
89,q25,B,1,일반당,건강라벨 있음,3000,0,1
89,q25,Neither,0,None,None,0,0,0
89,q26,A,0,일반당,건강라벨 있음,3000,0,1
89,q26,B,1,무설탕,건강라벨 없음,2000,1,0
89,q26,Neither,0,None,None,0,0,0
90,q21,A,0,무설탕,건강라벨 있음,2500,1,1
90,q21,B,1,일반당,건강라벨 없음,2000,0,0
90,q21,Neither,0,None,None,0,0,0
90,q22,A,0,일반당,건강라벨 없음,3000,0,0
90,q22,B,1,무설탕,건강라벨 있음,2500,1,1
90,q22,Neither,0,None,None,0,0,0
90,q23,A,1,무설탕,건강라벨 없음,2000,1,0
90,q23,B,0,무설탕,건강라벨 있음,3000,1,1
90,q23,Neither,0,None,None,0,0,0
90,q24,A,1,일반당,건강라벨 있음,2000,0,1
90,q24,B,0,일반당,건강라벨 없음,2500,0,0
90,q24,Neither,0,None,None,0,0,0
90,q25,A,1,무설탕,건강라벨 없음,2500,1,0
90,q25,B,0,일반당,건강라벨 있음,3000,0,1
90,q25,Neither,0,None,None,0,0,0
90,q26,A,1,일반당,건강라벨 있음,3000,0,1
90,q26,B,0,무설탕,건강라벨 없음,2000,1,0
90,q26,Neither,0,None,None,0,0,0
91,q21,A,1,무설탕,건강라벨 있음,2500,1,1
91,q21,B,0,일반당,건강라벨 없음,2000,0,0
91,q21,Neither,0,None,None,0,0,0
91,q22,A,0,일반당,건강라벨 없음,3000,0,0
91,q22,B,1,무설탕,건강라벨 있음,2500,1,1
91,q22,Neither,0,None,None,0,0,0
91,q23,A,0,무설탕,건강라벨 없음,2000,1,0
91,q23,B,1,무설탕,건강라벨 있음,3000,1,1
91,q23,Neither,0,None,None,0,0,0
91,q24,A,1,일반당,건강라벨 있음,2000,0,1
91,q24,B,0,일반당,건강라벨 없음,2500,0,0
91,q24,Neither,0,None,None,0,0,0
91,q25,A,0,무설탕,건강라벨 없음,2500,1,0
91,q25,B,1,일반당,건강라벨 있음,3000,0,1
91,q25,Neither,0,None,None,0,0,0
91,q26,A,1,일반당,건강라벨 있음,3000,0,1
91,q26,B,0,무설탕,건강라벨 없음,2000,1,0
91,q26,Neither,0,None,None,0,0,0
92,q21,A,1,무설탕,건강라벨 있음,2500,1,1
92,q21,B,0,일반당,건강라벨 없음,2000,0,0
92,q21,Neither,0,None,None,0,0,0
92,q22,A,0,일반당,건강라벨 없음,3000,0,0
92,q22,B,1,무설탕,건강라벨 있음,2500,1,1
92,q22,Neither,0,None,None,0,0,0
92,q23,A,1,무설탕,건강라벨 없음,2000,1,0
92,q23,B,0,무설탕,건강라벨 있음,3000,1,1
92,q23,Neither,0,None,None,0,0,0
92,q24,A,1,일반당,건강라벨 있음,2000,0,1
92,q24,B,0,일반당,건강라벨 없음,2500,0,0
92,q24,Neither,0,None,None,0,0,0
92,q25,A,1,무설탕,건강라벨 없음,2500,1,0
92,q25,B,0,일반당,건강라벨 있음,3000,0,1
92,q25,Neither,0,None,None,0,0,0
92,q26,A,0,일반당,건강라벨 있음,3000,0,1
92,q26,B,1,무설탕,건강라벨 없음,2000,1,0
92,q26,Neither,0,None,None,0,0,0
93,q21,A,1,무설탕,건강라벨 있음,2500,1,1
93,q21,B,0,일반당,건강라벨 없음,2000,0,0
93,q21,Neither,0,None,None,0,0,0
93,q22,A,0,일반당,건강라벨 없음,3000,0,0
93,q22,B,1,무설탕,건강라벨 있음,2500,1,1
93,q22,Neither,0,None,None,0,0,0
93,q23,A,0,무설탕,건강라벨 없음,2000,1,0
93,q23,B,1,무설탕,건강라벨 있음,3000,1,1
93,q23,Neither,0,None,None,0,0,0
93,q24,A,0,일반당,건강라벨 있음,2000,0,1
93,q24,B,0,일반당,건강라벨 없음,2500,0,0
93,q24,Neither,1,None,None,0,0,0
93,q25,A,1,무설탕,건강라벨 없음,2500,1,0
93,q25,B,0,일반당,건강라벨 있음,3000,0,1
93,q25,Neither,0,None,None,0,0,0
93,q26,A,0,일반당,건강라벨 있음,3000,0,1
93,q26,B,1,무설탕,건강라벨 없음,2000,1,0
93,q26,Neither,0,None,None,0,0,0
94,q21,A,1,무설탕,건강라벨 있음,2500,1,1
94,q21,B,0,일반당,건강라벨 없음,2000,0,0
94,q21,Neither,0,None,None,0,0,0
94,q22,A,0,일반당,건강라벨 없음,3000,0,0
94,q22,B,1,무설탕,건강라벨 있음,2500,1,1
94,q22,Neither,0,None,None,0,0,0
94,q23,A,1,무설탕,건강라벨 없음,2000,1,0
94,q23,B,0,무설탕,건강라벨 있음,3000,1,1
94,q23,Neither,0,None,None,0,0,0
94,q24,A,1,일반당,건강라벨 있음,2000,0,1
94,q24,B,0,일반당,건강라벨 없음,2500,0,0
94,q24,Neither,0,None,None,0,0,0
94,q25,A,0,무설탕,건강라벨 없음,2500,1,0
94,q25,B,1,일반당,건강라벨 있음,3000,0,1
94,q25,Neither,0,None,None,0,0,0
94,q26,A,1,일반당,건강라벨 있음,3000,0,1
94,q26,B,0,무설탕,건강라벨 없음,2000,1,0
94,q26,Neither,0,None,None,0,0,0
95,q21,A,0,무설탕,건강라벨 있음,2500,1,1
95,q21,B,1,일반당,건강라벨 없음,2000,0,0
95,q21,Neither,0,None,None,0,0,0
95,q22,A,1,일반당,건강라벨 없음,3000,0,0
95,q22,B,0,무설탕,건강라벨 있음,2500,1,1
95,q22,Neither,0,None,None,0,0,0
95,q23,A,1,무설탕,건강라벨 없음,2000,1,0
95,q23,B,0,무설탕,건강라벨 있음,3000,1,1
95,q23,Neither,0,None,None,0,0,0
95,q24,A,1,일반당,건강라벨 있음,2000,0,1
95,q24,B,0,일반당,건강라벨 없음,2500,0,0
95,q24,Neither,0,None,None,0,0,0
95,q25,A,0,무설탕,건강라벨 없음,2500,1,0
95,q25,B,1,일반당,건강라벨 있음,3000,0,1
95,q25,Neither,0,None,None,0,0,0
95,q26,A,1,일반당,건강라벨 있음,3000,0,1
95,q26,B,0,무설탕,건강라벨 없음,2000,1,0
95,q26,Neither,0,None,None,0,0,0
96,q21,A,1,무설탕,건강라벨 있음,2500,1,1
96,q21,B,0,일반당,건강라벨 없음,2000,0,0
96,q21,Neither,0,None,None,0,0,0
96,q22,A,0,일반당,건강라벨 없음,3000,0,0
96,q22,B,1,무설탕,건강라벨 있음,2500,1,1
96,q22,Neither,0,None,None,0,0,0
96,q23,A,0,무설탕,건강라벨 없음,2000,1,0
96,q23,B,1,무설탕,건강라벨 있음,3000,1,1
96,q23,Neither,0,None,None,0,0,0
96,q24,A,1,일반당,건강라벨 있음,2000,0,1
96,q24,B,0,일반당,건강라벨 없음,2500,0,0
96,q24,Neither,0,None,None,0,0,0
96,q25,A,1,무설탕,건강라벨 없음,2500,1,0
96,q25,B,0,일반당,건강라벨 있음,3000,0,1
96,q25,Neither,0,None,None,0,0,0
96,q26,A,1,일반당,건강라벨 있음,3000,0,1
96,q26,B,0,무설탕,건강라벨 없음,2000,1,0
96,q26,Neither,0,None,None,0,0,0
97,q21,A,0,무설탕,건강라벨 있음,2500,1,1
97,q21,B,1,일반당,건강라벨 없음,2000,0,0
97,q21,Neither,0,None,None,0,0,0
97,q22,A,1,일반당,건강라벨 없음,3000,0,0
97,q22,B,0,무설탕,건강라벨 있음,2500,1,1
97,q22,Neither,0,None,None,0,0,0
97,q23,A,1,무설탕,건강라벨 없음,2000,1,0
97,q23,B,0,무설탕,건강라벨 있음,3000,1,1
97,q23,Neither,0,None,None,0,0,0
97,q24,A,0,일반당,건강라벨 있음,2000,0,1
97,q24,B,1,일반당,건강라벨 없음,2500,0,0
97,q24,Neither,0,None,None,0,0,0
97,q25,A,1,무설탕,건강라벨 없음,2500,1,0
97,q25,B,0,일반당,건강라벨 있음,3000,0,1
97,q25,Neither,0,None,None,0,0,0
97,q26,A,0,일반당,건강라벨 있음,3000,0,1
97,q26,B,1,무설탕,건강라벨 없음,2000,1,0
97,q26,Neither,0,None,None,0,0,0
98,q21,A,1,무설탕,건강라벨 있음,2500,1,1
98,q21,B,0,일반당,건강라벨 없음,2000,0,0
98,q21,Neither,0,None,None,0,0,0
98,q22,A,0,일반당,건강라벨 없음,3000,0,0
98,q22,B,1,무설탕,건강라벨 있음,2500,1,1
98,q22,Neither,0,None,None,0,0,0
98,q23,A,0,무설탕,건강라벨 없음,2000,1,0
98,q23,B,1,무설탕,건강라벨 있음,3000,1,1
98,q23,Neither,0,None,None,0,0,0
98,q24,A,1,일반당,건강라벨 있음,2000,0,1
98,q24,B,0,일반당,건강라벨 없음,2500,0,0
98,q24,Neither,0,None,None,0,0,0
98,q25,A,1,무설탕,건강라벨 없음,2500,1,0
98,q25,B,0,일반당,건강라벨 있음,3000,0,1
98,q25,Neither,0,None,None,0,0,0
98,q26,A,0,일반당,건강라벨 있음,3000,0,1
98,q26,B,1,무설탕,건강라벨 없음,2000,1,0
98,q26,Neither,0,None,None,0,0,0
99,q21,A,0,무설탕,건강라벨 있음,2500,1,1
99,q21,B,1,일반당,건강라벨 없음,2000,0,0
99,q21,Neither,0,None,None,0,0,0
99,q22,A,0,일반당,건강라벨 없음,3000,0,0
99,q22,B,1,무설탕,건강라벨 있음,2500,1,1
99,q22,Neither,0,None,None,0,0,0
99,q23,A,1,무설탕,건강라벨 없음,2000,1,0
99,q23,B,0,무설탕,건강라벨 있음,3000,1,1
99,q23,Neither,0,None,None,0,0,0
99,q24,A,1,일반당,건강라벨 있음,2000,0,1
99,q24,B,0,일반당,건강라벨 없음,2500,0,0
99,q24,Neither,0,None,None,0,0,0
99,q25,A,1,무설탕,건강라벨 없음,2500,1,0
99,q25,B,0,일반당,건강라벨 있음,3000,0,1
99,q25,Neither,0,None,None,0,0,0
99,q26,A,0,일반당,건강라벨 있음,3000,0,1
99,q26,B,1,무설탕,건강라벨 없음,2000,1,0
99,q26,Neither,0,None,None,0,0,0
100,q21,A,1,무설탕,건강라벨 있음,2500,1,1
100,q21,B,0,일반당,건강라벨 없음,2000,0,0
100,q21,Neither,0,None,None,0,0,0
100,q22,A,0,일반당,건강라벨 없음,3000,0,0
100,q22,B,1,무설탕,건강라벨 있음,2500,1,1
100,q22,Neither,0,None,None,0,0,0
100,q23,A,0,무설탕,건강라벨 없음,2000,1,0
100,q23,B,1,무설탕,건강라벨 있음,3000,1,1
100,q23,Neither,0,None,None,0,0,0
100,q24,A,1,일반당,건강라벨 있음,2000,0,1
100,q24,B,0,일반당,건강라벨 없음,2500,0,0
100,q24,Neither,0,None,None,0,0,0
100,q25,A,1,무설탕,건강라벨 없음,2500,1,0
100,q25,B,0,일반당,건강라벨 있음,3000,0,1
100,q25,Neither,0,None,None,0,0,0
100,q26,A,0,일반당,건강라벨 있음,3000,0,1
100,q26,B,1,무설탕,건강라벨 없음,2000,1,0
100,q26,Neither,0,None,None,0,0,0
101,q21,A,0,무설탕,건강라벨 있음,2500,1,1
101,q21,B,1,일반당,건강라벨 없음,2000,0,0
101,q21,Neither,0,None,None,0,0,0
101,q22,A,0,일반당,건강라벨 없음,3000,0,0
101,q22,B,1,무설탕,건강라벨 있음,2500,1,1
101,q22,Neither,0,None,None,0,0,0
101,q23,A,1,무설탕,건강라벨 없음,2000,1,0
101,q23,B,0,무설탕,건강라벨 있음,3000,1,1
101,q23,Neither,0,None,None,0,0,0
101,q24,A,1,일반당,건강라벨 있음,2000,0,1
101,q24,B,0,일반당,건강라벨 없음,2500,0,0
101,q24,Neither,0,None,None,0,0,0
101,q25,A,1,무설탕,건강라벨 없음,2500,1,0
101,q25,B,0,일반당,건강라벨 있음,3000,0,1
101,q25,Neither,0,None,None,0,0,0
101,q26,A,0,일반당,건강라벨 있음,3000,0,1
101,q26,B,1,무설탕,건강라벨 없음,2000,1,0
101,q26,Neither,0,None,None,0,0,0
102,q21,A,0,무설탕,건강라벨 있음,2500,1,1
102,q21,B,1,일반당,건강라벨 없음,2000,0,0
102,q21,Neither,0,None,None,0,0,0
102,q22,A,0,일반당,건강라벨 없음,3000,0,0
102,q22,B,1,무설탕,건강라벨 있음,2500,1,1
102,q22,Neither,0,None,None,0,0,0
102,q23,A,1,무설탕,건강라벨 없음,2000,1,0
102,q23,B,0,무설탕,건강라벨 있음,3000,1,1
102,q23,Neither,0,None,None,0,0,0
102,q24,A,1,일반당,건강라벨 있음,2000,0,1
102,q24,B,0,일반당,건강라벨 없음,2500,0,0
102,q24,Neither,0,None,None,0,0,0
102,q25,A,1,무설탕,건강라벨 없음,2500,1,0
102,q25,B,0,일반당,건강라벨 있음,3000,0,1
102,q25,Neither,0,None,None,0,0,0
102,q26,A,0,일반당,건강라벨 있음,3000,0,1
102,q26,B,1,무설탕,건강라벨 없음,2000,1,0
102,q26,Neither,0,None,None,0,0,0
103,q21,A,0,무설탕,건강라벨 있음,2500,1,1
103,q21,B,1,일반당,건강라벨 없음,2000,0,0
103,q21,Neither,0,None,None,0,0,0
103,q22,A,0,일반당,건강라벨 없음,3000,0,0
103,q22,B,1,무설탕,건강라벨 있음,2500,1,1
103,q22,Neither,0,None,None,0,0,0
103,q23,A,1,무설탕,건강라벨 없음,2000,1,0
103,q23,B,0,무설탕,건강라벨 있음,3000,1,1
103,q23,Neither,0,None,None,0,0,0
103,q24,A,1,일반당,건강라벨 있음,2000,0,1
103,q24,B,0,일반당,건강라벨 없음,2500,0,0
103,q24,Neither,0,None,None,0,0,0
103,q25,A,1,무설탕,건강라벨 없음,2500,1,0
103,q25,B,0,일반당,건강라벨 있음,3000,0,1
103,q25,Neither,0,None,None,0,0,0
103,q26,A,0,일반당,건강라벨 있음,3000,0,1
103,q26,B,1,무설탕,건강라벨 없음,2000,1,0
103,q26,Neither,0,None,None,0,0,0
104,q21,A,0,무설탕,건강라벨 있음,2500,1,1
104,q21,B,1,일반당,건강라벨 없음,2000,0,0
104,q21,Neither,0,None,None,0,0,0
104,q22,A,0,일반당,건강라벨 없음,3000,0,0
104,q22,B,1,무설탕,건강라벨 있음,2500,1,1
104,q22,Neither,0,None,None,0,0,0
104,q23,A,1,무설탕,건강라벨 없음,2000,1,0
104,q23,B,0,무설탕,건강라벨 있음,3000,1,1
104,q23,Neither,0,None,None,0,0,0
