respondent_id,question_id,chosen_sugar_type,chosen_health_label,chosen_price,chose_sugar_free,chose_health_label,choice_value,sugar_free,health_label,price,price_normalized,sugar_health_interaction,sugar_price_interaction,health_price_interaction,perceived_benefit_score,benefit_direct_utility,benefit_sugar_interaction,benefit_label_interaction,benefit_price_interaction,nutrition_knowledge_score,knowledge_direct_utility,knowledge_sugar_interaction,knowledge_label_interaction,knowledge_price_interaction,knowledge_level,perceived_price_score,price_perception_direct_utility,price_perception_actual_interaction,price_perception_sugar_interaction,price_perception_label_interaction,price_sensitivity_level
72,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,-2.95598711639667,3.75,3.75,3.75,0.0,-3.912335889348534,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
73,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.973764143977308,3.45,3.45,3.45,3.45,1.185701045901781,,4.0,4.0,1.3747258503209054,4.0,4.0,
73,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.973764143977308,3.45,3.45,3.45,3.45,1.185701045901781,,4.0,4.0,1.3747258503209054,4.0,4.0,
73,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,4.903515404351286,3.45,3.45,3.45,3.45,5.970751110004214,,4.0,4.0,6.92260998261358,4.0,4.0,
73,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,-2.95598711639667,3.45,3.45,0.0,3.45,-3.5993490182006513,,4.0,4.0,-4.173158281971769,0.0,4.0,
73,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,0.973764143977308,3.45,3.45,3.45,0.0,1.185701045901781,,4.0,4.0,1.3747258503209054,4.0,0.0,
73,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,4.903515404351286,3.45,3.45,0.0,3.45,5.970751110004214,,4.0,4.0,6.92260998261358,0.0,4.0,
74,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,1.4892863378476475,4.1,4.1,4.1,4.1,1.409093996578928,,4.666666666666667,4.666666666666667,1.6038468253743898,4.666666666666667,4.666666666666667,
74,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,1.4892863378476475,4.1,4.1,4.1,4.1,1.409093996578928,,4.666666666666667,4.666666666666667,1.6038468253743898,4.666666666666667,4.666666666666667,
74,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,4.333333333333333,4.333333333333333,4.333333333333333,0.0,-4.5209214721360835,4.1,4.1,4.1,0.0,-4.277487239021063,,4.666666666666667,4.666666666666667,-4.868684662300398,4.666666666666667,0.0,
74,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,4.333333333333333,4.333333333333333,0.0,4.333333333333333,-4.5209214721360835,4.1,4.1,0.0,4.1,-4.277487239021063,,4.666666666666667,4.666666666666667,-4.868684662300398,0.0,4.666666666666667,
74,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,4.333333333333333,4.333333333333333,4.333333333333333,0.0,1.4892863378476475,4.1,4.1,4.1,0.0,1.409093996578928,,4.666666666666667,4.666666666666667,1.6038468253743898,4.666666666666667,0.0,
74,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,4.333333333333333,4.333333333333333,4.333333333333333,0.0,-4.5209214721360835,4.1,4.1,4.1,0.0,-4.277487239021063,,4.666666666666667,4.666666666666667,-4.868684662300398,4.666666666666667,0.0,
75,q21,일반당,건강라벨 없음,2000,0,0,2,0,0,2000,-1.0432895704929424,0,-0.0,-0.0,2.1666666666666665,2.1666666666666665,0.0,0.0,-2.2604607360680418,3.45,3.45,0.0,0.0,-3.5993490182006513,,4.0,4.0,-4.173158281971769,0.0,0.0,
75,q22,일반당,건강라벨 없음,3000,0,0,1,0,0,3000,1.730652495653395,0,0.0,0.0,2.1666666666666665,2.1666666666666665,0.0,0.0,3.7497470739156893,3.45,3.45,0.0,0.0,5.970751110004214,,4.0,4.0,6.92260998261358,0.0,0.0,
75,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.1666666666666665,2.1666666666666665,2.1666666666666665,0.0,-2.2604607360680418,3.45,3.45,3.45,0.0,-3.5993490182006513,,4.0,4.0,-4.173158281971769,4.0,0.0,
75,q24,일반당,건강라벨 없음,2500,0,0,2,0,0,2500,0.34368146258022636,0,0.0,0.0,2.1666666666666665,2.1666666666666665,0.0,0.0,0.7446431689238238,3.45,3.45,0.0,0.0,1.185701045901781,,4.0,4.0,1.3747258503209054,0.0,0.0,
75,q25,일반당,건강라벨 있음,3000,0,1,2,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.1666666666666665,2.1666666666666665,0.0,2.1666666666666665,3.7497470739156893,3.45,3.45,0.0,3.45,5.970751110004214,,4.0,4.0,6.92260998261358,0.0,4.0,
75,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.1666666666666665,2.1666666666666665,0.0,2.1666666666666665,3.7497470739156893,3.45,3.45,0.0,3.45,5.970751110004214,,4.0,4.0,6.92260998261358,0.0,4.0,
76,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.973764143977308,3.95,3.95,3.95,3.95,1.3575417771918943,,3.6666666666666665,3.6666666666666665,1.2601653627941634,3.6666666666666665,3.6666666666666665,
76,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.973764143977308,3.95,3.95,3.95,3.95,1.3575417771918943,,3.6666666666666665,3.6666666666666665,1.2601653627941634,3.6666666666666665,3.6666666666666665,
76,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,-2.95598711639667,3.95,3.95,3.95,0.0,-4.1209938034471225,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,3.6666666666666665,0.0,
76,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,-2.95598711639667,3.95,3.95,0.0,3.95,-4.1209938034471225,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,0.0,3.6666666666666665,
76,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,0.973764143977308,3.95,3.95,3.95,0.0,1.3575417771918943,,3.6666666666666665,3.6666666666666665,1.2601653627941634,3.6666666666666665,0.0,
76,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,4.903515404351286,3.95,3.95,0.0,3.95,6.836077357830911,,3.6666666666666665,3.6666666666666665,6.345725817395782,0.0,3.6666666666666665,
77,q21,일반당,건강라벨 없음,2000,0,0,2,0,0,2000,-1.0432895704929424,0,-0.0,-0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,-2.782105521314513,3.65,3.65,0.0,0.0,-3.8080069322992394,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,0.0,0.0,
77,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.9164839002139369,3.65,3.65,3.65,3.65,1.2544373384178262,,3.6666666666666665,3.6666666666666665,1.2601653627941634,3.6666666666666665,3.6666666666666665,
77,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,-2.782105521314513,3.65,3.65,3.65,0.0,-3.8080069322992394,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,3.6666666666666665,0.0,
77,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.6666666666666665,2.6666666666666665,0.0,2.6666666666666665,-2.782105521314513,3.65,3.65,0.0,3.65,-3.8080069322992394,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,0.0,3.6666666666666665,
77,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,0.9164839002139369,3.65,3.65,3.65,0.0,1.2544373384178262,,3.6666666666666665,3.6666666666666665,1.2601653627941634,3.6666666666666665,0.0,
77,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,-2.782105521314513,3.65,3.65,3.65,0.0,-3.8080069322992394,,3.6666666666666665,3.6666666666666665,-3.8253950918074553,3.6666666666666665,0.0,
78,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.6,3.6,3.6,3.6,1.2372532652888149,,4.0,4.0,1.3747258503209054,4.0,4.0,
78,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.6,3.6,3.6,3.6,1.2372532652888149,,4.0,4.0,1.3747258503209054,4.0,4.0,
78,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,5.768841652177984,3.6,3.6,3.6,3.6,6.230348984352222,,4.0,4.0,6.92260998261358,4.0,4.0,
78,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,-3.477631901643141,3.6,3.6,0.0,3.6,-3.7558424537745925,,4.0,4.0,-4.173158281971769,0.0,4.0,
78,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,1.1456048752674213,3.6,3.6,3.6,0.0,1.2372532652888149,,4.0,4.0,1.3747258503209054,4.0,0.0,
78,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,-3.477631901643141,3.6,3.6,3.6,0.0,-3.7558424537745925,,4.0,4.0,-4.173158281971769,4.0,0.0,
79,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,3.3,3.3,3.3,3.3,1.134148826514747,,3.0,3.0,1.0310443877406792,3.0,3.0,
79,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,3.3,3.3,3.3,3.3,1.134148826514747,,3.0,3.0,1.0310443877406792,3.0,3.0,
79,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,6.634167900004681,3.3,3.3,3.3,3.3,5.711153235656203,,3.0,3.0,5.191957486960185,3.0,3.0,
79,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.8333333333333335,3.8333333333333335,0.0,3.8333333333333335,-3.9992766868896124,3.3,3.3,0.0,3.3,-3.4428555826267098,,3.0,3.0,-3.129868711478827,0.0,3.0,
79,q25,일반당,건강라벨 있음,3000,0,1,2,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,3.8333333333333335,3.8333333333333335,0.0,3.8333333333333335,6.634167900004681,3.3,3.3,0.0,3.3,5.711153235656203,,3.0,3.0,5.191957486960185,0.0,3.0,
79,q26,일반당,건강라벨 있음,3000,0,1,1,0,1,3000,1.730652495653395,0,0.0,1.730652495653395,3.8333333333333335,3.8333333333333335,0.0,3.8333333333333335,6.634167900004681,3.3,3.3,0.0,3.3,5.711153235656203,,3.0,3.0,5.191957486960185,0.0,3.0,
80,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.973764143977308,2.85,2.85,2.85,2.85,0.9794921683536452,,3.0,3.0,1.0310443877406792,3.0,3.0,
80,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.973764143977308,2.85,2.85,2.85,2.85,0.9794921683536452,,3.0,3.0,1.0310443877406792,3.0,3.0,
80,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,4.903515404351286,2.85,2.85,2.85,2.85,4.932359612612176,,3.0,3.0,5.191957486960185,3.0,3.0,
80,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.8333333333333335,2.8333333333333335,0.0,2.8333333333333335,-2.95598711639667,2.85,2.85,0.0,2.85,-2.973375275904886,,3.0,3.0,-3.129868711478827,0.0,3.0,
80,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,0.973764143977308,2.85,2.85,2.85,0.0,0.9794921683536452,,3.0,3.0,1.0310443877406792,3.0,0.0,
80,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,-2.95598711639667,2.85,2.85,2.85,0.0,-2.973375275904886,,3.0,3.0,-3.129868711478827,3.0,0.0,
81,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.8019234126871949,3.8,3.8,3.8,3.8,1.3059895578048601,,4.0,4.0,1.3747258503209054,4.0,4.0,
81,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.8019234126871949,3.8,3.8,3.8,3.8,1.3059895578048601,,4.0,4.0,1.3747258503209054,4.0,4.0,
81,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,-2.434342331150199,3.8,3.8,3.8,0.0,-3.964500367873181,,4.0,4.0,-4.173158281971769,4.0,0.0,
81,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.3333333333333335,2.3333333333333335,0.0,2.3333333333333335,-2.434342331150199,3.8,3.8,0.0,3.8,-3.964500367873181,,4.0,4.0,-4.173158281971769,0.0,4.0,
81,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,0.8019234126871949,3.8,3.8,3.8,0.0,1.3059895578048601,,4.0,4.0,1.3747258503209054,4.0,0.0,
81,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,-2.434342331150199,3.8,3.8,3.8,0.0,-3.964500367873181,,4.0,4.0,-4.173158281971769,4.0,0.0,
82,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,3.35,3.35,3.35,3.35,1.1513328996437584,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,3.3333333333333335,
82,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,3.35,3.35,3.35,3.35,1.1513328996437584,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,3.3333333333333335,
82,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,0.0,-3.9992766868896124,3.35,3.35,3.35,0.0,-3.495020061151357,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
82,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.8333333333333335,3.8333333333333335,0.0,3.8333333333333335,-3.9992766868896124,3.35,3.35,0.0,3.35,-3.495020061151357,,3.3333333333333335,3.3333333333333335,-3.477631901643141,0.0,3.3333333333333335,
82,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,0.0,1.3174456065575344,3.35,3.35,3.35,0.0,1.1513328996437584,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,0.0,
82,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,0.0,-3.9992766868896124,3.35,3.35,3.35,0.0,-3.495020061151357,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
84,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.2601653627941634,2.55,2.55,2.55,2.55,0.8763877295795771,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,3.3333333333333335,
84,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.2601653627941634,2.55,2.55,2.55,2.55,0.8763877295795771,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,3.3333333333333335,
84,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.0,-3.8253950918074553,2.55,2.55,2.55,0.0,-2.660388404757003,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
84,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.6666666666666665,3.6666666666666665,0.0,3.6666666666666665,-3.8253950918074553,2.55,2.55,0.0,2.55,-2.660388404757003,,3.3333333333333335,3.3333333333333335,-3.477631901643141,0.0,3.3333333333333335,
84,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.0,1.2601653627941634,2.55,2.55,2.55,0.0,0.8763877295795771,,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.3333333333333335,0.0,
84,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.0,-3.8253950918074553,2.55,2.55,2.55,0.0,-2.660388404757003,,3.3333333333333335,3.3333333333333335,-3.477631901643141,3.3333333333333335,0.0,
85,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.5,3.5,3.5,3.5,1.2028851190307923,,4.0,4.0,1.3747258503209054,4.0,4.0,
85,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.1456048752674213,3.5,3.5,3.5,3.5,1.2028851190307923,,4.0,4.0,1.3747258503209054,4.0,4.0,
85,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,5.768841652177984,3.5,3.5,3.5,3.5,6.057283734786883,,4.0,4.0,6.92260998261358,4.0,4.0,
85,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,-3.477631901643141,3.5,3.5,0.0,3.5,-3.6515134967252982,,4.0,4.0,-4.173158281971769,0.0,4.0,
85,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,1.1456048752674213,3.5,3.5,3.5,0.0,1.2028851190307923,,4.0,4.0,1.3747258503209054,4.0,0.0,
85,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,-3.477631901643141,3.5,3.5,3.5,0.0,-3.6515134967252982,,4.0,4.0,-4.173158281971769,4.0,0.0,
86,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.9164839002139369,3.35,3.35,3.35,3.35,1.1513328996437584,,4.0,4.0,1.3747258503209054,4.0,4.0,
86,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.9164839002139369,3.35,3.35,3.35,3.35,1.1513328996437584,,4.0,4.0,1.3747258503209054,4.0,4.0,
86,q23,무설탕,건강라벨 없음,2000,1,0,1,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,-2.782105521314513,3.35,3.35,3.35,0.0,-3.495020061151357,,4.0,4.0,-4.173158281971769,4.0,0.0,
86,q24,일반당,건강라벨 있음,2000,0,1,1,0,1,2000,-1.0432895704929424,0,-0.0,-1.0432895704929424,2.6666666666666665,2.6666666666666665,0.0,2.6666666666666665,-2.782105521314513,3.35,3.35,0.0,3.35,-3.495020061151357,,4.0,4.0,-4.173158281971769,0.0,4.0,
86,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,0.9164839002139369,3.35,3.35,3.35,0.0,1.1513328996437584,,4.0,4.0,1.3747258503209054,4.0,0.0,
86,q26,무설탕,건강라벨 없음,2000,1,0,2,1,0,2000,-1.0432895704929424,0,-1.0432895704929424,-0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,-2.782105521314513,3.35,3.35,3.35,0.0,-3.495020061151357,,4.0,4.0,-4.173158281971769,4.0,0.0,
88,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.9164839002139369,3.5,3.5,3.5,3.5,1.2028851190307923,,3.0,3.0,1.0310443877406792,3.0,3.0,
88,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.9164839002139369,3.5,3.5,3.5,3.5,1.2028851190307923,,3.0,3.0,1.0310443877406792,3.0,3.0,
88,q23,무설탕,건강라벨 있음,3000,1,1,2,1,1,3000,1.730652495653395,1,1.730652495653395,1.730652495653395,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,4.615073321742386,3.5,3.5,3.5,3.5,6.057283734786883,,3.0,3.0,5.191957486960185,3.0,3.0,
88,q25,무설탕,건강라벨 없음,2500,1,0,1,1,0,2500,0.34368146258022636,0,0.34368146258022636,0.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,0.9164839002139369,3.5,3.5,3.5,0.0,1.2028851190307923,,3.0,3.0,1.0310443877406792,3.0,0.0,
89,q21,무설탕,건강라벨 있음,2500,1,1,1,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,3.5,3.5,3.5,3.5,1.2028851190307923,,4.0,4.0,1.3747258503209054,4.0,4.0,
89,q22,무설탕,건강라벨 있음,2500,1,1,2,1,1,2500,0.34368146258022636,1,0.34368146258022636,0.34368146258022636,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,1.3174456065575344,3.5,3.5,3.5,3.5,1.2028851190307923,,4.0,4.0,1.3747258503209054,4.0,4.0,
