respondent_id,choice_set,alternative,alternative_name,product_type,sugar_content,health_label,price,choice
87,5,3,구매안함,,,,,0
87,6,1,제품 A,알반당,알반당,1.0,3000.0,1
87,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
87,6,3,구매안함,,,,,0
88,1,1,제품 A,알반당,알반당,1.0,2500.0,1
88,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
88,1,3,구매안함,,,,,0
88,2,1,제품 A,알반당,알반당,0.0,3000.0,0
88,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
88,2,3,구매안함,,,,,0
88,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
88,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
88,3,3,구매안함,,,,,0
88,4,1,제품 A,알반당,알반당,1.0,2000.0,0
88,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
88,4,3,구매안함,,,,,1
88,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
88,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
88,5,3,구매안함,,,,,0
88,6,1,제품 A,알반당,알반당,1.0,3000.0,0
88,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
88,6,3,구매안함,,,,,1
89,1,1,제품 A,알반당,알반당,1.0,2500.0,1
89,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
89,1,3,구매안함,,,,,0
89,2,1,제품 A,알반당,알반당,0.0,3000.0,0
89,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
89,2,3,구매안함,,,,,0
89,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
89,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
89,3,3,구매안함,,,,,0
89,4,1,제품 A,알반당,알반당,1.0,2000.0,1
89,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
89,4,3,구매안함,,,,,0
89,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
89,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
89,5,3,구매안함,,,,,0
89,6,1,제품 A,알반당,알반당,1.0,3000.0,0
89,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
89,6,3,구매안함,,,,,0
90,1,1,제품 A,알반당,알반당,1.0,2500.0,0
90,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
90,1,3,구매안함,,,,,0
90,2,1,제품 A,알반당,알반당,0.0,3000.0,0
90,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
90,2,3,구매안함,,,,,0
90,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
90,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
90,3,3,구매안함,,,,,0
90,4,1,제품 A,알반당,알반당,1.0,2000.0,1
90,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
90,4,3,구매안함,,,,,0
90,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
90,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
90,5,3,구매안함,,,,,0
90,6,1,제품 A,알반당,알반당,1.0,3000.0,1
90,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
90,6,3,구매안함,,,,,0
91,1,1,제품 A,알반당,알반당,1.0,2500.0,1
91,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
91,1,3,구매안함,,,,,0
91,2,1,제품 A,알반당,알반당,0.0,3000.0,0
91,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
91,2,3,구매안함,,,,,0
91,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
91,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
91,3,3,구매안함,,,,,0
91,4,1,제품 A,알반당,알반당,1.0,2000.0,1
91,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
91,4,3,구매안함,,,,,0
91,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
91,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
91,5,3,구매안함,,,,,0
91,6,1,제품 A,알반당,알반당,1.0,3000.0,1
91,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
91,6,3,구매안함,,,,,0
92,1,1,제품 A,알반당,알반당,1.0,2500.0,1
92,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
92,1,3,구매안함,,,,,0
92,2,1,제품 A,알반당,알반당,0.0,3000.0,0
92,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
92,2,3,구매안함,,,,,0
92,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
92,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
92,3,3,구매안함,,,,,0
92,4,1,제품 A,알반당,알반당,1.0,2000.0,1
92,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
92,4,3,구매안함,,,,,0
92,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
92,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
92,5,3,구매안함,,,,,0
92,6,1,제품 A,알반당,알반당,1.0,3000.0,0
92,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
92,6,3,구매안함,,,,,0
93,1,1,제품 A,알반당,알반당,1.0,2500.0,1
93,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
93,1,3,구매안함,,,,,0
93,2,1,제품 A,알반당,알반당,0.0,3000.0,0
93,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
93,2,3,구매안함,,,,,0
93,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
93,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
93,3,3,구매안함,,,,,0
93,4,1,제품 A,알반당,알반당,1.0,2000.0,0
93,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
93,4,3,구매안함,,,,,1
93,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
93,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
93,5,3,구매안함,,,,,0
93,6,1,제품 A,알반당,알반당,1.0,3000.0,0
93,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
93,6,3,구매안함,,,,,0
94,1,1,제품 A,알반당,알반당,1.0,2500.0,1
94,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
94,1,3,구매안함,,,,,0
94,2,1,제품 A,알반당,알반당,0.0,3000.0,0
94,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
94,2,3,구매안함,,,,,0
94,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
94,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
94,3,3,구매안함,,,,,0
94,4,1,제품 A,알반당,알반당,1.0,2000.0,1
94,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
94,4,3,구매안함,,,,,0
94,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
94,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
94,5,3,구매안함,,,,,0
94,6,1,제품 A,알반당,알반당,1.0,3000.0,1
94,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
94,6,3,구매안함,,,,,0
95,1,1,제품 A,알반당,알반당,1.0,2500.0,0
95,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
95,1,3,구매안함,,,,,0
95,2,1,제품 A,알반당,알반당,0.0,3000.0,1
95,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
95,2,3,구매안함,,,,,0
95,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
95,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
95,3,3,구매안함,,,,,0
95,4,1,제품 A,알반당,알반당,1.0,2000.0,1
95,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
95,4,3,구매안함,,,,,0
95,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
95,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
95,5,3,구매안함,,,,,0
95,6,1,제품 A,알반당,알반당,1.0,3000.0,1
95,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
95,6,3,구매안함,,,,,0
96,1,1,제품 A,알반당,알반당,1.0,2500.0,1
96,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
96,1,3,구매안함,,,,,0
96,2,1,제품 A,알반당,알반당,0.0,3000.0,0
96,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
96,2,3,구매안함,,,,,0
96,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
96,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
96,3,3,구매안함,,,,,0
96,4,1,제품 A,알반당,알반당,1.0,2000.0,1
96,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
96,4,3,구매안함,,,,,0
96,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
96,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
96,5,3,구매안함,,,,,0
96,6,1,제품 A,알반당,알반당,1.0,3000.0,1
96,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
96,6,3,구매안함,,,,,0
97,1,1,제품 A,알반당,알반당,1.0,2500.0,0
97,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
97,1,3,구매안함,,,,,0
97,2,1,제품 A,알반당,알반당,0.0,3000.0,1
97,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
97,2,3,구매안함,,,,,0
97,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
97,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
97,3,3,구매안함,,,,,0
97,4,1,제품 A,알반당,알반당,1.0,2000.0,0
97,4,2,제품 B,무설탕,알반당,0.0,2500.0,1
97,4,3,구매안함,,,,,0
97,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
97,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
97,5,3,구매안함,,,,,0
97,6,1,제품 A,알반당,알반당,1.0,3000.0,0
97,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
97,6,3,구매안함,,,,,0
98,1,1,제품 A,알반당,알반당,1.0,2500.0,1
98,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
98,1,3,구매안함,,,,,0
98,2,1,제품 A,알반당,알반당,0.0,3000.0,0
98,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
98,2,3,구매안함,,,,,0
98,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
98,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
98,3,3,구매안함,,,,,0
98,4,1,제품 A,알반당,알반당,1.0,2000.0,1
98,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
98,4,3,구매안함,,,,,0
98,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
98,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
98,5,3,구매안함,,,,,0
98,6,1,제품 A,알반당,알반당,1.0,3000.0,0
98,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
98,6,3,구매안함,,,,,0
99,1,1,제품 A,알반당,알반당,1.0,2500.0,0
99,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
99,1,3,구매안함,,,,,0
99,2,1,제품 A,알반당,알반당,0.0,3000.0,0
99,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
99,2,3,구매안함,,,,,0
99,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
99,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
99,3,3,구매안함,,,,,0
99,4,1,제품 A,알반당,알반당,1.0,2000.0,1
99,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
99,4,3,구매안함,,,,,0
99,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
99,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
99,5,3,구매안함,,,,,0
99,6,1,제품 A,알반당,알반당,1.0,3000.0,0
99,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
99,6,3,구매안함,,,,,0
100,1,1,제품 A,알반당,알반당,1.0,2500.0,1
100,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
100,1,3,구매안함,,,,,0
100,2,1,제품 A,알반당,알반당,0.0,3000.0,0
100,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
100,2,3,구매안함,,,,,0
100,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
100,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
100,3,3,구매안함,,,,,0
100,4,1,제품 A,알반당,알반당,1.0,2000.0,1
100,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
100,4,3,구매안함,,,,,0
100,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
100,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
100,5,3,구매안함,,,,,0
100,6,1,제품 A,알반당,알반당,1.0,3000.0,0
100,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
100,6,3,구매안함,,,,,0
101,1,1,제품 A,알반당,알반당,1.0,2500.0,0
101,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
101,1,3,구매안함,,,,,0
101,2,1,제품 A,알반당,알반당,0.0,3000.0,0
101,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
101,2,3,구매안함,,,,,0
101,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
101,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
101,3,3,구매안함,,,,,0
101,4,1,제품 A,알반당,알반당,1.0,2000.0,1
101,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
101,4,3,구매안함,,,,,0
101,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
101,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
101,5,3,구매안함,,,,,0
101,6,1,제품 A,알반당,알반당,1.0,3000.0,0
101,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
101,6,3,구매안함,,,,,0
102,1,1,제품 A,알반당,알반당,1.0,2500.0,0
102,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
102,1,3,구매안함,,,,,0
102,2,1,제품 A,알반당,알반당,0.0,3000.0,0
102,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
102,2,3,구매안함,,,,,0
102,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
102,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
102,3,3,구매안함,,,,,0
102,4,1,제품 A,알반당,알반당,1.0,2000.0,1
102,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
102,4,3,구매안함,,,,,0
102,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
102,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
102,5,3,구매안함,,,,,0
102,6,1,제품 A,알반당,알반당,1.0,3000.0,0
102,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
102,6,3,구매안함,,,,,0
103,1,1,제품 A,알반당,알반당,1.0,2500.0,0
103,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
103,1,3,구매안함,,,,,0
103,2,1,제품 A,알반당,알반당,0.0,3000.0,0
103,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
103,2,3,구매안함,,,,,0
103,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
103,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
103,3,3,구매안함,,,,,0
103,4,1,제품 A,알반당,알반당,1.0,2000.0,1
103,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
103,4,3,구매안함,,,,,0
103,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
103,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
103,5,3,구매안함,,,,,0
103,6,1,제품 A,알반당,알반당,1.0,3000.0,0
103,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
103,6,3,구매안함,,,,,0
104,1,1,제품 A,알반당,알반당,1.0,2500.0,0
104,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
104,1,3,구매안함,,,,,0
104,2,1,제품 A,알반당,알반당,0.0,3000.0,0
104,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
104,2,3,구매안함,,,,,0
104,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
104,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
104,3,3,구매안함,,,,,0
104,4,1,제품 A,알반당,알반당,1.0,2000.0,1
104,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
104,4,3,구매안함,,,,,0
104,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
104,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
104,5,3,구매안함,,,,,0
104,6,1,제품 A,알반당,알반당,1.0,3000.0,0
104,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
104,6,3,구매안함,,,,,0
105,1,1,제품 A,알반당,알반당,1.0,2500.0,1
105,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
105,1,3,구매안함,,,,,0
105,2,1,제품 A,알반당,알반당,0.0,3000.0,0
105,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
105,2,3,구매안함,,,,,0
105,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
105,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
105,3,3,구매안함,,,,,0
105,4,1,제품 A,알반당,알반당,1.0,2000.0,1
105,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
105,4,3,구매안함,,,,,0
105,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
105,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
105,5,3,구매안함,,,,,0
105,6,1,제품 A,알반당,알반당,1.0,3000.0,0
105,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
105,6,3,구매안함,,,,,0
106,1,1,제품 A,알반당,알반당,1.0,2500.0,0
106,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
106,1,3,구매안함,,,,,0
106,2,1,제품 A,알반당,알반당,0.0,3000.0,0
106,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
106,2,3,구매안함,,,,,0
106,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
106,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
106,3,3,구매안함,,,,,0
106,4,1,제품 A,알반당,알반당,1.0,2000.0,0
106,4,2,제품 B,무설탕,알반당,0.0,2500.0,1
106,4,3,구매안함,,,,,0
106,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
106,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
106,5,3,구매안함,,,,,0
106,6,1,제품 A,알반당,알반당,1.0,3000.0,0
106,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
106,6,3,구매안함,,,,,0
107,1,1,제품 A,알반당,알반당,1.0,2500.0,0
107,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
107,1,3,구매안함,,,,,0
107,2,1,제품 A,알반당,알반당,0.0,3000.0,0
107,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
107,2,3,구매안함,,,,,0
107,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
107,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
107,3,3,구매안함,,,,,0
107,4,1,제품 A,알반당,알반당,1.0,2000.0,1
107,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
107,4,3,구매안함,,,,,0
107,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
107,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
107,5,3,구매안함,,,,,0
107,6,1,제품 A,알반당,알반당,1.0,3000.0,1
107,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
107,6,3,구매안함,,,,,0
108,1,1,제품 A,알반당,알반당,1.0,2500.0,1
108,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
108,1,3,구매안함,,,,,0
108,2,1,제품 A,알반당,알반당,0.0,3000.0,0
108,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
108,2,3,구매안함,,,,,0
108,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
108,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
108,3,3,구매안함,,,,,1
108,4,1,제품 A,알반당,알반당,1.0,2000.0,1
108,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
108,4,3,구매안함,,,,,0
108,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
108,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
108,5,3,구매안함,,,,,1
108,6,1,제품 A,알반당,알반당,1.0,3000.0,0
108,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
108,6,3,구매안함,,,,,1
109,1,1,제품 A,알반당,알반당,1.0,2500.0,1
109,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
109,1,3,구매안함,,,,,0
109,2,1,제품 A,알반당,알반당,0.0,3000.0,0
109,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
109,2,3,구매안함,,,,,0
109,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
109,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
109,3,3,구매안함,,,,,0
109,4,1,제품 A,알반당,알반당,1.0,2000.0,1
109,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
109,4,3,구매안함,,,,,0
109,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
109,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
109,5,3,구매안함,,,,,0
109,6,1,제품 A,알반당,알반당,1.0,3000.0,0
109,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
109,6,3,구매안함,,,,,0
110,1,1,제품 A,알반당,알반당,1.0,2500.0,1
110,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
110,1,3,구매안함,,,,,0
110,2,1,제품 A,알반당,알반당,0.0,3000.0,0
110,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
110,2,3,구매안함,,,,,0
110,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
110,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
110,3,3,구매안함,,,,,0
110,4,1,제품 A,알반당,알반당,1.0,2000.0,0
110,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
110,4,3,구매안함,,,,,1
110,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
110,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
110,5,3,구매안함,,,,,1
110,6,1,제품 A,알반당,알반당,1.0,3000.0,0
110,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
110,6,3,구매안함,,,,,1
111,1,1,제품 A,알반당,알반당,1.0,2500.0,0
111,1,2,제품 B,무설탕,무설탕,0.0,2000.0,1
111,1,3,구매안함,,,,,0
111,2,1,제품 A,알반당,알반당,0.0,3000.0,0
111,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
111,2,3,구매안함,,,,,0
111,3,1,제품 A,알반당,무설탕,0.0,2000.0,1
111,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
111,3,3,구매안함,,,,,0
111,4,1,제품 A,알반당,알반당,1.0,2000.0,1
111,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
111,4,3,구매안함,,,,,0
111,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
111,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
111,5,3,구매안함,,,,,0
111,6,1,제품 A,알반당,알반당,1.0,3000.0,0
111,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
111,6,3,구매안함,,,,,0
112,1,1,제품 A,알반당,알반당,1.0,2500.0,1
112,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
112,1,3,구매안함,,,,,0
112,2,1,제품 A,알반당,알반당,0.0,3000.0,0
112,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
112,2,3,구매안함,,,,,0
112,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
112,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
112,3,3,구매안함,,,,,0
112,4,1,제품 A,알반당,알반당,1.0,2000.0,1
112,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
112,4,3,구매안함,,,,,0
112,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
112,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
112,5,3,구매안함,,,,,0
112,6,1,제품 A,알반당,알반당,1.0,3000.0,1
112,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
112,6,3,구매안함,,,,,0
113,1,1,제품 A,알반당,알반당,1.0,2500.0,1
113,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
113,1,3,구매안함,,,,,0
113,2,1,제품 A,알반당,알반당,0.0,3000.0,0
113,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
113,2,3,구매안함,,,,,0
113,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
113,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
113,3,3,구매안함,,,,,0
113,4,1,제품 A,알반당,알반당,1.0,2000.0,1
113,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
113,4,3,구매안함,,,,,0
113,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
113,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
113,5,3,구매안함,,,,,0
113,6,1,제품 A,알반당,알반당,1.0,3000.0,0
113,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
113,6,3,구매안함,,,,,0
114,1,1,제품 A,알반당,알반당,1.0,2500.0,1
114,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
114,1,3,구매안함,,,,,0
114,2,1,제품 A,알반당,알반당,0.0,3000.0,0
114,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
114,2,3,구매안함,,,,,0
114,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
114,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
114,3,3,구매안함,,,,,0
114,4,1,제품 A,알반당,알반당,1.0,2000.0,1
114,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
114,4,3,구매안함,,,,,0
114,5,1,제품 A,알반당,무설탕,0.0,2500.0,1
114,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
114,5,3,구매안함,,,,,0
114,6,1,제품 A,알반당,알반당,1.0,3000.0,0
114,6,2,제품 B,무설탕,무설탕,0.0,2000.0,1
114,6,3,구매안함,,,,,0
115,1,1,제품 A,알반당,알반당,1.0,2500.0,0
115,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
115,1,3,구매안함,,,,,1
115,2,1,제품 A,알반당,알반당,0.0,3000.0,0
115,2,2,제품 B,무설탕,무설탕,1.0,2500.0,0
115,2,3,구매안함,,,,,1
115,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
115,3,2,제품 B,무설탕,무설탕,1.0,3000.0,0
115,3,3,구매안함,,,,,1
115,4,1,제품 A,알반당,알반당,1.0,2000.0,0
115,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
115,4,3,구매안함,,,,,1
115,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
115,5,2,제품 B,무설탕,알반당,1.0,3000.0,0
115,5,3,구매안함,,,,,1
115,6,1,제품 A,알반당,알반당,1.0,3000.0,0
115,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
115,6,3,구매안함,,,,,1
116,1,1,제품 A,알반당,알반당,1.0,2500.0,1
116,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
116,1,3,구매안함,,,,,0
116,2,1,제품 A,알반당,알반당,0.0,3000.0,0
116,2,2,제품 B,무설탕,무설탕,1.0,2500.0,1
116,2,3,구매안함,,,,,0
116,3,1,제품 A,알반당,무설탕,0.0,2000.0,0
116,3,2,제품 B,무설탕,무설탕,1.0,3000.0,1
116,3,3,구매안함,,,,,0
116,4,1,제품 A,알반당,알반당,1.0,2000.0,1
116,4,2,제품 B,무설탕,알반당,0.0,2500.0,0
116,4,3,구매안함,,,,,0
116,5,1,제품 A,알반당,무설탕,0.0,2500.0,0
116,5,2,제품 B,무설탕,알반당,1.0,3000.0,1
116,5,3,구매안함,,,,,0
116,6,1,제품 A,알반당,알반당,1.0,3000.0,1
116,6,2,제품 B,무설탕,무설탕,0.0,2000.0,0
116,6,3,구매안함,,,,,0
117,1,1,제품 A,알반당,알반당,1.0,2500.0,1
117,1,2,제품 B,무설탕,무설탕,0.0,2000.0,0
117,1,3,구매안함,,,,,0
117,2,1,제품 A,알반당,알반당,0.0,3000.0,0
